text,intent
Can I top up my account with Google Pay?,apple_pay_or_google_pay
I cannot get my google pay to work.,apple_pay_or_google_pay
Is there a way to top up using my Apple Watch?,apple_pay_or_google_pay
I can't get my Google Pay Top to work. Are there any issues on your end?,apple_pay_or_google_pay
can I top up an apple pay?,apple_pay_or_google_pay
Can you explain why my Google Pay Top isn't working?,apple_pay_or_google_pay
Am I able to do top-ups with Google Pay?,apple_pay_or_google_pay
What are the steps needed to top up with Apple Pay?,apple_pay_or_google_pay
"i received my American Express in Apple pay, is there a reason why top up is not working?",apple_pay_or_google_pay
Google Pay Top up isn't working,apple_pay_or_google_pay
Can you help me get Top Up to work in the Apple Pay function?,apple_pay_or_google_pay
Will be Apple Watch be able to let me top up?,apple_pay_or_google_pay
How can I top up with my apple watch?,apple_pay_or_google_pay
What services can I use to top up?,apple_pay_or_google_pay
Can an apple watch be used to tup-up?,apple_pay_or_google_pay
Can I use my Apple watch to fill my gas tank?,apple_pay_or_google_pay
Why isn't my Google Pay top up working for me? Did I do something wrong?,apple_pay_or_google_pay
What should I do to top up using my Apple Watch?,apple_pay_or_google_pay
my google pay seems to be acting up.,apple_pay_or_google_pay
"top up google pay, is it possible?",apple_pay_or_google_pay
is it possible to top-up with google pay.,apple_pay_or_google_pay
how do i setup my apple pay,apple_pay_or_google_pay
is there a way to do top up with apple pay,apple_pay_or_google_pay
top up for my american express card is not working,apple_pay_or_google_pay
How to activate Google Pay for top up?,apple_pay_or_google_pay
My Google pay top up isn't working. Help.,apple_pay_or_google_pay
I can't see my Google Pay top up. Is it not working correctly?,apple_pay_or_google_pay
How can I get my Google pay top up to work?,apple_pay_or_google_pay
Google pay top up not working.,apple_pay_or_google_pay
My Apple Pay top up with my American Express card is not working? Please tell me why,apple_pay_or_google_pay
Is it possible to top up with Google Pay?,apple_pay_or_google_pay
Can top ups be done from an apple watch.,apple_pay_or_google_pay
Can you assist on apple watch top ups?,apple_pay_or_google_pay
"i received my American Express in Apple pay, why is top up not working?",apple_pay_or_google_pay
How can I top up using google pay?,apple_pay_or_google_pay
"i have been trying to add money with apple pay but it wont work, why?",apple_pay_or_google_pay
Google Pay isn't working. What is wrong?,apple_pay_or_google_pay
Google Pay won't let me top up.,apple_pay_or_google_pay
"Apple pay is not accepting my American Express card, can you assist me with this problem?",apple_pay_or_google_pay
"I got my American Express in Apple Pay, why is top up not working correctly?",apple_pay_or_google_pay
"Can you please assist me in Apple Pay, in getting Top Up to work?",apple_pay_or_google_pay
Can I use google play as my primary app to Top up?,apple_pay_or_google_pay
Does Apple Watch support the topping-off of my account?,apple_pay_or_google_pay
I'm trying to use my Apple Watch to top up my google pay. Do I need a special app?,apple_pay_or_google_pay
Can I pay for my gas using my Apple watch?,apple_pay_or_google_pay
"Can Google Pay be used for top up, please help?",apple_pay_or_google_pay
How can I top up with Google play?,apple_pay_or_google_pay
How can I top up with Apple Pay?,apple_pay_or_google_pay
Is it possible to use my apple watch for topping up?,apple_pay_or_google_pay
Should i uninstall the app before i try it again?,contactless_not_working
How come when I tried to pay contactless at the bus it didnt work?,contactless_not_working
Why is my contactless not working?,contactless_not_working
My contactless payments don't work.,contactless_not_working
how many days processing new card?,contactless_not_working
I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,contactless_not_working
Would reinstalling the app solve the problem?,contactless_not_working
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working
What do I have to do to get the contactless to work?,contactless_not_working
The terminal I paid at wouldn't take my card. Is something wrong?,contactless_not_working
Why wasn't my contactless accepted at the metro?,contactless_not_working
Can I make a contactless payments?,contactless_not_working
I can't get a contactless payment to work.,contactless_not_working
Contactless payments need to be enabled for my card.,contactless_not_working
Help me to set up contactless payments.,contactless_not_working
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,contactless_not_working
I'm confused ass to why my contactless is not working.,contactless_not_working
I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working
The contactless payments are not working.,contactless_not_working
how to get new card?,contactless_not_working
How do I troubleshoot my contactless?,contactless_not_working
How can I fix my contactless?,contactless_not_working
Any charges applicable for new card?,contactless_not_working
I have a contactless that's broken.,contactless_not_working
My contactless is non-functional.,contactless_not_working
How can i get new card?,contactless_not_working
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,contactless_not_working
How do I troubleshoot when contactless doesn't work?,contactless_not_working
How can I fix my card if the contactless function didn't work this morning?,contactless_not_working
"I was trying to use contactless earlier, but it didn't work.",contactless_not_working
Why wouldn't my contactless work for the metro?,contactless_not_working
Are my contactless settings correct? I tried to use it today but it wasn't working.,contactless_not_working
I am having problems with my contactless.,contactless_not_working
"I am having issues using contactless payments, could my card be damaged?",contactless_not_working
"What is the reason when I tried to pay contactless at the bus, it didnt work?",contactless_not_working
"My phone was stolen, what should I do first?",lost_or_stolen_phone
"My phone was stolen, what should I do?",lost_or_stolen_phone
"I lost my phone, what should I do?",lost_or_stolen_phone
"Someone has stolen my phone, what should I do?",lost_or_stolen_phone
I think I lost my phone.  Is there a way to prevent anyone from getting into my account on it?,lost_or_stolen_phone
My phone was stolen! What do I need to do?,lost_or_stolen_phone
Can I use the app without my phone?,lost_or_stolen_phone
"My bag was stolen from me yesterday, so I can't use any apps or anything. I need some help.",lost_or_stolen_phone
"Someone stole my phone, what is my next step?",lost_or_stolen_phone
"I forgot my phone at the hotel, so I can't access the app.",lost_or_stolen_phone
"Help, my phone was stolen, please advise!",lost_or_stolen_phone
my phone was lost,lost_or_stolen_phone
I need help- I got mugged yesterday and they took everything so I can't use the app.,lost_or_stolen_phone
I can't find my phone and I'm worried someone is going to use it,lost_or_stolen_phone
I lost my phone! Will my card still work?,lost_or_stolen_phone
I can not find my phone or it has been stolen.,lost_or_stolen_phone
I can't use the app because I got mugged yesterday and they took everything. Please help.,lost_or_stolen_phone
Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
What do I do if my phone was stolen?,lost_or_stolen_phone
What do I do if I can't access the app?,lost_or_stolen_phone
What do I do if my phone is stolen?,lost_or_stolen_phone
I left my phone somewhere and can't use the app.,lost_or_stolen_phone
Someone mugged my and stole everything.  I can't use the app.  What should I do?,lost_or_stolen_phone
"I got mugged yesterday and they took everything. I can't use the app, so I need some help.",lost_or_stolen_phone
I am not sure where my phone is.,lost_or_stolen_phone
"If my phone was stolen, do I need to do anything?",lost_or_stolen_phone
Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account?,lost_or_stolen_phone
I have an emergency and lost my phone.  I need help accessing my account.,lost_or_stolen_phone
"stolen phone, what should i do",lost_or_stolen_phone
Help me.  My phone has been lost or stolen!,lost_or_stolen_phone
My app was on the phone and I was mugged.  What do I do?,lost_or_stolen_phone
I don't have the device I used to log onto the platform so I can't access it.,lost_or_stolen_phone
I lost my phone. Can I use my card without the app?,lost_or_stolen_phone
What should I do if my smart phone is lost or stolen?,lost_or_stolen_phone
"If I lost my phone, what steps do I need to take to stop someone from using my account?",lost_or_stolen_phone
Can someone else use my account if they have my phone?  I lost mine.,lost_or_stolen_phone
"My phone was stolen, help!",lost_or_stolen_phone
"phone is gone, what should i do",lost_or_stolen_phone
"I'm currently not in possession of my phone, is it still possible to go about things normally without access to the app?",lost_or_stolen_phone
I lost my phone. Can I disable to app?,lost_or_stolen_phone
"phone is gone, dont want others to access account information",lost_or_stolen_phone
Is there something that I can do since my phone was stolen yesterday?,lost_or_stolen_phone
I think my phone was stolen. What can I do?,lost_or_stolen_phone
Is it possible to access my phone from the hotel/,lost_or_stolen_phone
I lost my phone. What do I need to do?,lost_or_stolen_phone
Someone has taken my phone from my hotel room!,lost_or_stolen_phone
Can my account me accessed by a thief?  I was mugged.,lost_or_stolen_phone
My phone is missing or stolen.,lost_or_stolen_phone
I misplaced my phone so I can't use the app! Does this mean I can't use my card?,lost_or_stolen_phone
I left my phone at the hotel I was staying at so I can't use the app!,lost_or_stolen_phone
"My phone was stolen yesterday, can you help me with this?",lost_or_stolen_phone
I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user?,lost_or_stolen_phone
My phone is at the hotel.  How can I use the app?,lost_or_stolen_phone
My cards were stolen,lost_or_stolen_phone
My phone has been lost or stolen,lost_or_stolen_phone
my phone has been stolen by someone,lost_or_stolen_phone
What should I do if someone stole my phone?,lost_or_stolen_phone
My phone has been stolen.  How can I make sure no one uses my account from it?,lost_or_stolen_phone
Can I use your services without access to the app?,lost_or_stolen_phone
I was mugged.  They took everything.  I can't use the app.  What do I do?,lost_or_stolen_phone
How do I protect my phone from someone using it after I lost it.,lost_or_stolen_phone
My phone was left behind.  Can I still use my card?,lost_or_stolen_phone
phone is gone,lost_or_stolen_phone
I just replaced my phone so do I have to make a new account?,lost_or_stolen_phone
"Everything I have was stolen yesterday making it so I don't have access to the app, what should I do?",lost_or_stolen_phone
I don't have my mobile device and am unable to make the payment because I forgot my details.,lost_or_stolen_phone
What do I do if I lost my phone?,lost_or_stolen_phone
I don't have my cell phone with me so I cannot access the system to complete the transaction.,lost_or_stolen_phone
"I no longer have my phone, what should I do?",lost_or_stolen_phone
I lost my phone and need help so someone doesn't access my account.,lost_or_stolen_phone
Yesterday I had my phone stolen.  Please advise what I should do.,lost_or_stolen_phone
I lost my phone and need help protecting it.,lost_or_stolen_phone
I don't know where my phone is.,lost_or_stolen_phone
I can't use the app because I got mugged yesterday and they took everything. I need some help.,lost_or_stolen_phone
What should I do if my phone is lost or stolen?,lost_or_stolen_phone
What do I do if I cannot access the app?,lost_or_stolen_phone
I have lost my phone.,lost_or_stolen_phone
what to do about stolen phone,lost_or_stolen_phone
"I have lost my phone, what steps can I take to prevent someone using my account?",lost_or_stolen_phone
Is there anything to do because my phone was stolen?,lost_or_stolen_phone
Help!  I think my phone may be stolen or lost!,lost_or_stolen_phone
"I no longer have my phone with the app, what should I do?",lost_or_stolen_phone
Can I still access the app even though my phone was stolen?,lost_or_stolen_phone
What do I do to lock my phone after losing it so my account isn't accessed,lost_or_stolen_phone
I no longer have my phone.,lost_or_stolen_phone
"I cannot get to my app, what should I do?",lost_or_stolen_phone
Yesterday my phone was stolen from me :( What do i need to do about it?,lost_or_stolen_phone
"My phone got stolen, how can I use the app?",lost_or_stolen_phone
"My phone was stolen, what can I do?",lost_or_stolen_phone
I accidentally left my phone at the hotel so now I'm not able to use the app.,lost_or_stolen_phone
How can I access my account when I have lost my phone?,lost_or_stolen_phone
I have lost my phone or it has been stolen.,lost_or_stolen_phone
I can't find my phone; what can I do to prevent someone from accessing my account on it?,lost_or_stolen_phone
What should I do if I lost my phone?,lost_or_stolen_phone
My phone was left at a hotel and I can't access the app.,lost_or_stolen_phone
"Hi, I lost my phone yesterday, what can I do to stop someone using my account on it?",lost_or_stolen_phone
"I cannot find my phone, what should I do?",lost_or_stolen_phone
My phone is missing.,lost_or_stolen_phone
Do I need my phone to use the app?,lost_or_stolen_phone
"left my phone at hotel, cant use app",lost_or_stolen_phone
How do I use my card if I lost my phone?,lost_or_stolen_phone
hello I have lost my phone and I'm worried someone's going to steal money from me,lost_or_stolen_phone
"If I lost my phone, how can I stop someone from accessing my account through the app?",lost_or_stolen_phone
"My phone was taken yesterday, is there something that I need to do?",lost_or_stolen_phone
I can't use the app.  My phone is lost at the hotel.,lost_or_stolen_phone
"If I lost my phone at the hotel, can I still use the app?",lost_or_stolen_phone
I'm not sure where my phone is.  Can someone else use the app?,lost_or_stolen_phone
"my phone was taken yesterday, what should I do about my account?",lost_or_stolen_phone
"My phone is lost I don't want someone to use my account, what can I do?",lost_or_stolen_phone
My phone has been stolen.,lost_or_stolen_phone
I just replaced my phone but how do I use my card information?,lost_or_stolen_phone
What do I do if my smart phone was stolen?,lost_or_stolen_phone
How can I stop someone from using my card after I lost it yesterday.,lost_or_stolen_phone
Do I need to do anything? My phone was stolen yesterday.,lost_or_stolen_phone
Help!  What should I do?  My phone was stolen yesterday.,lost_or_stolen_phone
I left my phone at the hotel.,lost_or_stolen_phone
Everything was stolen from me.  I can't use the app.  Please advise.,lost_or_stolen_phone
My things were stolen and I need to know if I can still use this app.,lost_or_stolen_phone
"lost my phone, what is account security?",lost_or_stolen_phone
I lost my phone.  What do I do to block someone else from using my account?,lost_or_stolen_phone
"phone is at a hotel, can i still use app",lost_or_stolen_phone
