text,intent
I would like my card activated.,activate_my_card
How can I make my card ready to use?,activate_my_card
Can I use my new card?,activate_my_card
What steps do I have to go through in order to activate my new card?,activate_my_card
I have a new card. How do I activate it?,activate_my_card
"The activation process did not work, please help?",activate_my_card
I just got my card and cannot get it to work.,activate_my_card
"Just received my replacement card, what steps do i need to take to activate it?",activate_my_card
"I want to use my card, how would I activate it?",activate_my_card
How do I activate my new card,activate_my_card
"What are the steps to activate the card, as it does not seem to work?",activate_my_card
I just got my new card.  How can I activate it?,activate_my_card
Please assist me with activation.,activate_my_card
Where do I go to activate my card?,activate_my_card
"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",activate_my_card
Is my new card activated?,activate_my_card
Help my activate my card.,activate_my_card
i cannot seem to activate card,activate_my_card
What do I need to do in order to use my card I just got?,activate_my_card
"My new card has arrived, what's the activation procedure?",activate_my_card
How can my new card be renewed?,activate_my_card
What is the proper way to activate a card?,activate_my_card
How do I activate my card that just arrived?,activate_my_card
I can use this card at which ATMs?,atm_support
Can I use the card at any cash machine?,atm_support
What locations can I get money from?,atm_support
What ATMs take this card?,atm_support
Which ATM's can I use to make a withdrawal?,atm_support
Do all ATMs accept this card?,atm_support
Will this card work at any ATM?,atm_support
Which ATMs am I allowed to get money from?,atm_support
Where is the closest ATM to me?,atm_support
Which ATMs accept this bill of fare ?,atm_support
Do I have to use a bank approved ATM to withdraw money?,atm_support
How do I withdraw money?,atm_support
Can I use this card at any ATM?,atm_support
What locations allow me to withdraw money?,atm_support
What ATMs accept my card?,atm_support
Can I use my card to withdraw from my account?,atm_support
Can you tell me where I can withdraw money?,atm_support
What kind of ATMs would this card be accepted at?,atm_support
Are there specific ATM's that I can draw money from?,atm_support
Where can money withdrawals be made?,atm_support
Do I have to use bank approved ATM's,atm_support
Where can I find Mastercard ATMs?,atm_support
What ATMs can I use my card at?,atm_support
What ATM machines allow this card?,atm_support
Where can I do a cash withdrawal?,atm_support
Where should I withdraw money from?,atm_support
Where are the ATMs that accept this card?,atm_support
Is there a way to find an ATM around me?,atm_support
Will any ATM's decline my card?,atm_support
What ATMs can I use my card?,atm_support
What cash stations take this card?,atm_support
At which ATMs can I use this card?,atm_support
Please provide me a list of ATMs that accept my card.,atm_support
Can I use my card at an ATM?,atm_support
Where is the closest ATM I can use?,atm_support
Where is the nearest Mastercard ATM?,atm_support
Where can I get money from my card?,atm_support
How can I find an ATM that accepts this card?,atm_support
I need an ATM right now!,atm_support
Which ATMs accept Mastercard?,atm_support
What is the closest ATM?,atm_support
What ATMs use this card?,atm_support
What ATMs can I use this card?,atm_support
Can I get money out of any machine?,atm_support
Is the closest ATM to me within 2 miles?,atm_support
I need to withdraw money. Where can I do that?,atm_support
Can I use my card in another institutions ATM?,atm_support
Where is a ATM that accepts Mastercard?,atm_support
Where are the Mastercard ATMs?,atm_support
Where can I withdraw money from?,atm_support
Where can I withdraw money from?,atm_support
Can I use a different bank ATM than my own?,atm_support
need to know places i can withdraw money,atm_support
The card can be used at which ATMs?,atm_support
What's the closest place to withdraw money?,atm_support
Is there a list of ATMs that take this card?,atm_support
Is there a Mastercard ATM nearby?,atm_support
Am I limited to what ATM I can use my card?,atm_support
how do I know where I can get money withdrawn?,atm_support
Tell me what ATMs take this card.,atm_support
Where are the ATMs that I can use Mastercard?,atm_support
Where is an ATM?,atm_support
Which locations can I withdraw money from?,atm_support
Can this card be used at all ATMs?,atm_support
Are there any ATM's near me that accept this card?,atm_support
I need help from someone in your department with finding my nearest ATM.,atm_support
what are the locations i can withdraw money,atm_support
Which ATMs accept this circuit board ?,atm_support
How many ATMs will take this card?,atm_support
What ATMs can I use this card at?,atm_support
Is this card accepted by ATMs?,atm_support
Are there only certain ATM machines where I can use this card?,atm_support
Where can I find a Mastercard ATM?,atm_support
Tell me what ATMs use this card.,atm_support
Which ATMs take the card?,atm_support
How far is the closest ATM from me?,atm_support
Can you tell me the ATMs I can use with my card?,atm_support
Where is a Mastercard ATM?,atm_support
I need to know where I can withdraw money.,atm_support
Are there specific ATM's I can use with this card?,atm_support
Where can I find an ATM?,atm_support
How can I tell if an AMT will take this card?,atm_support
How do I know it is a Mastercard ATM?,atm_support
"ATMs, which ones will accept this card?",atm_support
What ATM locations are near me?,atm_support
What ATM accepts Mastercard?,atm_support
Can I withdraw from any ATM?,atm_support
Are there any express fees if i want my new card faster?,card_about_to_expire
Do I need to do something to get a new card once it expires?,card_about_to_expire
"I am overseas in China, can I get a replacement card?",card_about_to_expire
Can I get a new card with new expiration date in China?,card_about_to_expire
Are there restrictions on new cards in China?,card_about_to_expire
"Need a new card, mine is expiring.",card_about_to_expire
"I need a new card to replace an expired one. Will it cost anything, and how soon?",card_about_to_expire
My card expires next week. How do I get a new one?,card_about_to_expire
What is the cost and time frame of getting a new card?,card_about_to_expire
Is it possible to get a new card in China?,card_about_to_expire
Does it cost much or take long to get a new card? Mine is about to expire.,card_about_to_expire
Are there steps I need to take before my card expires?,card_about_to_expire
My card is about to expire.  How do I get a new card?,card_about_to_expire
Will I receive a new card when mine expires?,card_about_to_expire
My card is due to expire,card_about_to_expire
What do I do if my card expires soon?,card_about_to_expire
"If I am in China, can I still order a new card and if so, how?",card_about_to_expire
"In a month, my card will reach its expiration date, am I required to request the next card?",card_about_to_expire
What happens if my card expires?,card_about_to_expire
"My card's expiring a month from now, should I place an order for the new card?",card_about_to_expire
Will I be sent a new card before mine expires?,card_about_to_expire
The date my card expires is coming up,card_about_to_expire
How can I replace an expired card?,card_about_to_expire
How do I get a new card sent to China?,card_about_to_expire
After my card expires what should I do?,card_about_to_expire
My card is about to expire. What do I need to do to keep using my card?,card_about_to_expire
"My card will expire soon, do I need to order a new one?",card_about_to_expire
Where can I have a new bank card sent to China?,card_about_to_expire
I'm in China and need a new card. Please help.,card_about_to_expire
Tell me what I should do after my card expires.,card_about_to_expire
How do I know when my card will expire?,card_about_to_expire
What is the procedure for an expired card?,card_about_to_expire
How do I order a new card when my old one is ready to expire?,card_about_to_expire
What do I do if my card is about to expire?,card_about_to_expire
What happens after my card expires?,card_about_to_expire
Where can I order a card when I am in China?,card_about_to_expire
How do I replace a card that's going to expire?,card_about_to_expire
If my card becomes expired what can I do?,card_about_to_expire
What steps should I take before my card expires?,card_about_to_expire
I need a new card before it expires.,card_about_to_expire
"When will I get a new card when I order it, and how much will it cost.",card_about_to_expire
Can I wait for you to send me a new card when mine's about to expire?,card_about_to_expire
"When my card expires soon, how fast is the replacement card sent and what are the costs?",card_about_to_expire
How do I order a new card? The current one is about to expire.,card_about_to_expire
Can I order a new card to China?,card_about_to_expire
Is ordering a new card from China available?,card_about_to_expire
What to do if my card is about to expire?,card_about_to_expire
My card is about to expire.  Are there any costs with a replacement card?  How quick do you mail it to me?,card_about_to_expire
Is there a way to order a new card while in China?,card_about_to_expire
"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?",card_about_to_expire
If my card is about to expire how long would it take to receive a new one and how much would that cost me?,card_about_to_expire
My card is about to expire.  How do I order another?,card_about_to_expire
"My card is expiring soon, How do I order a new card?",card_about_to_expire
I need to order a new card as my old one will expire soon. Can you tell me how to order a new one?,card_about_to_expire
When my card expires what is the cost of a replacement and how fast?,card_about_to_expire
I will need a new card because mine is almost expired.  How fast do I get a replacement and what is the cost?,card_about_to_expire
Do I need to order a new card if mine is expiring?,card_about_to_expire
"My card will expire next month, will I need to order a new one?",card_about_to_expire
Am I able to get this shipped to China?,card_about_to_expire
My card expires very soon.  What is the cost and delivery time to get a new one?,card_about_to_expire
"The expiration date for my card is coming up, how do I get a new card?",card_about_to_expire
Tell me how to replace my expired card.,card_about_to_expire
Can I order a new card by phone?,card_about_to_expire
My card is expiring soon.,card_about_to_expire
My card is about to expired what will happen?,card_about_to_expire
What should I do when my card reaches its expiry date?,card_about_to_expire
Please inform me how to get a new card as mine is about to expire.,card_about_to_expire
"My card expires soon, will you send me one automatically?",card_about_to_expire
want a new card what are the fees,card_about_to_expire
My card's expiration date is close.,card_about_to_expire
What will happen after my card expires?,card_about_to_expire
Can I get a new card in China?,card_about_to_expire
"My card is about to expire, what do I do?",card_about_to_expire
Can I order a new card with the app?,card_about_to_expire
How do I replace my card before it expires next month?,card_about_to_expire
My card is expiring so how fast can I get a new one and how much will it be?,card_about_to_expire
"I need a new card, my old card is expiring.",card_about_to_expire
How do I replace my card before it expires?,card_about_to_expire
What can I expect at card expiration?,card_about_to_expire
"If I order a new card, how much will it be and how long will it take me to get it?",card_about_to_expire
How can I get a card sent to China?,card_about_to_expire
What should I do once my card expires?,card_about_to_expire
How do I order a new card if my current one is about to expire?,card_about_to_expire
"I want to get a new card before my current one expires, how much will it cost me and how long will it take to get here.",card_about_to_expire
"My card is going to expire, what do I do?",card_about_to_expire
Do I need to order a new card before it expires?,card_about_to_expire
Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.,card_about_to_expire
"My bank card has expired, how can I get a new physical card?",card_about_to_expire
how to get a new card in china,card_about_to_expire
How do I go about ordering a new bank card?,card_about_to_expire
"I have a card that expires in the coming month, do I have to specifically ask for the updated card?",card_about_to_expire
"If my card expires next month, will I need to order a new one?",card_about_to_expire
"The expiration of my card is near, how do I order a new card?",card_about_to_expire
What do I do after my card expires?,card_about_to_expire
Do I need to re-apply to order a new card when my old one's about to expire?,card_about_to_expire
I need to renew a card that's about to expire,card_about_to_expire
"If my card is going to expire this month, do I need to order a new one?",card_about_to_expire
"Soon my card will expire, how do I get a new one?",card_about_to_expire
Can I order a new card?  Mine is about to expire.,card_about_to_expire
My card is due to expire soon.,card_about_to_expire
Can I keep using my card after it expires?,card_about_to_expire
How do I replace my card?,card_about_to_expire
Are new cards available from China?,card_about_to_expire
My card is almost going to expire.,card_about_to_expire
I'm in China and really need a new card.,card_about_to_expire
"My card will expire soon, When do I need to order a new one?",card_about_to_expire
Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,card_about_to_expire
My card is about to expire. Do I have to go to a branch to order a new card?,card_about_to_expire
Will you send me a new card in China?,card_about_to_expire
What do I do about my expired card?,card_about_to_expire
Can I have a new card shipped to China?,card_about_to_expire
Am I able to have a card sent to China?,card_about_to_expire
"My card's expiration is approaching, how do I replace it.",card_about_to_expire
How do I get a new card when my old one expires?,card_about_to_expire
What happens when my card expires?,card_about_to_expire
What is the process when my card is due to expire?,card_about_to_expire
My card expires soon,card_about_to_expire
My card is almost expired.  How fast will I get a new one and what is the cost?,card_about_to_expire
What is the process to get a new card when your old one expires?,card_about_to_expire
Help me order a new card that's going to be expired soon.,card_about_to_expire
What do I do when I get close to the expiration date of my card?,card_about_to_expire
My card is about to expire.  Where do I get a new one.,card_about_to_expire
want to get a new card in china,card_about_to_expire
Can you give me info about what to do when my card expires?,card_about_to_expire
"My card has an expiration date, will you send a new one automatically?",card_about_to_expire
Can I get a new card even though I am in China?,card_about_to_expire
"My card is expiring, how do I get a new one?",card_about_to_expire
"I think my card is expiring, what happens then?",card_about_to_expire
How do I get a new expiration date?,card_about_to_expire
Is there anywhere I can't use my card?,card_acceptance
In which stores can I shop with this card?,card_acceptance
How do I know where I can use my card?,card_acceptance
Can I tell what business will take this card?,card_acceptance
Are there businesses that don't accept this card?,card_acceptance
Is the card welcomed by everybody?,card_acceptance
Do you have a list of businesses that accept this card?,card_acceptance
What businesses accept this card?,card_acceptance
What retailers accept my card?,card_acceptance
This card is accepted by what businesses?,card_acceptance
Will this card work all over the world?,card_acceptance
WHAT IS THE ATMOSPHERE OF IT,card_acceptance
What kind of businesses will take my card?,card_acceptance
Where do I pay with my debit or credit card?,card_acceptance
Can I pay online with my card?,card_acceptance
Do you know which businesses will accept my card?,card_acceptance
Who accepts the card?,card_acceptance
You accepts my card?,card_acceptance
Is my card accepted anywhere?,card_acceptance
Is my card denied anywhere?,card_acceptance
Where can I use my card?,card_acceptance
Where can I use my Mastercard?,card_acceptance
where is card accepted,card_acceptance
Where can I pay with my card?,card_acceptance
Where can my card be used?,card_acceptance
Is my card valid everywhere?,card_acceptance
Which establishments will accept my card?,card_acceptance
Are there limits to businesses that will accept this card?,card_acceptance
Any place that takes Mastercard would be fine.,card_acceptance
Is there a list of where I can use my card?,card_acceptance
What are the limits to where my card will be accepted?,card_acceptance
Can I use my card wherever I want?,card_acceptance
Where can I use my card to pay?,card_acceptance
Are there any limits to were my card is accepted?,card_acceptance
Can I use my card while on vacation overseas?,card_acceptance
Are there any places that won't take my card?,card_acceptance
Which merchants accept my card?,card_acceptance
You can use it anywhere that accepts Mastercard.,card_acceptance
Is there restrictions on where I can use my card?,card_acceptance
Can I use my card for online payments?,card_acceptance
Are there limits as to where my card will be accepted?,card_acceptance
Where do I pay with my card?,card_acceptance
Which merchants accept this card?,card_acceptance
Are there any restrictions to where I can use my card?,card_acceptance
At what places accept my card?,card_acceptance
In what places can I use my card?,card_acceptance
What places accept my card?,card_acceptance
Can I use my card no matter where I go?,card_acceptance
Will my card work at all merchant locations?,card_acceptance
How can I know where my card will be accepted?,card_acceptance
Can I pay with my card anywhere?,card_acceptance
Can I use my card anywhere?,card_acceptance
Where can I use this card?,card_acceptance
What businesses can I use this card with?,card_acceptance
Do all businesses take this card?,card_acceptance
Where is this card accepted?,card_acceptance
What businesses accept my card?,card_acceptance
Can i use this card at any store?,card_acceptance
Are there any restrictions on where I use this card?,card_acceptance
I am still waiting on my card?,card_arrival
What can I do if my card still hasn't arrived after 2 weeks?,card_arrival
I have been waiting over a week. Is the card still coming?,card_arrival
Can I track my card while it is in the process of delivery?,card_arrival
"How do I know if I will get my card, or if it is lost?",card_arrival
When did you send me my new card?,card_arrival
Do you have info about the card on delivery?,card_arrival
What do I do if I still have not received my new card?,card_arrival
Does the package with my card have tracking?,card_arrival
I ordered my card but it still isn't here,card_arrival
Why has my new card still not come?,card_arrival
"I still haven't received my card after two weeks, is it lost?",card_arrival
Can you track my card for me?,card_arrival
Is there a way to track the delivery of my card?,card_arrival
It's been a week since I ordered my card and it's not here. Please help?,card_arrival
Will I be able to track the card that was sent to me?,card_arrival
I don't have my card in 1 week.  Should I be worried?,card_arrival
How do I know when my new card is going to arrive?,card_arrival
My new card has not been delivered to my home yet. What is going on?,card_arrival
It's been a week since you issued me a card and I still didn't get it. Should I keep waiting?,card_arrival
"On the card that is coming, what's the tracking info?",card_arrival
What is the status of my card's delivery?,card_arrival
Have you sent out my card yet?,card_arrival
My card isn't here yet.,card_arrival
where is my new card?,card_arrival
It's been a week since you sent my card and I still don't have it.,card_arrival
How do I track the card you sent me?,card_arrival
When will I recieve my new card?,card_arrival
When will I get my new card?,card_arrival
What is the expected delivery date for my card?,card_arrival
Is there a tracking number for the card you sent me?,card_arrival
I would like to track the card you sent to me.,card_arrival
Has my card been lost in delivery?,card_arrival
My new card hasn't came in.,card_arrival
Where is the card I ordered 2 weeks ago?,card_arrival
Can I get an update on my replacement card?,card_arrival
How long does it take for a new card to ship?,card_arrival
What's the tracking on the card you sent?,card_arrival
I haven't received my card and am worried it is lost.,card_arrival
My card still hasn't been delivered,card_arrival
I need to find out where the card is that I ordered.,card_arrival
Where is my credit card that was to be mailed?,card_arrival
I ordered my card but it hasn't been delivered yet,card_arrival
Am I able to track the card that was just sent to me?,card_arrival
Can you tell me why I haven't received my new card?,card_arrival
I'm still waiting for my new card.,card_arrival
Is my card lost? I am still waiting for it to be delivered.,card_arrival
Should I keep waiting for my card to be delivered?,card_arrival
Can I track when my card will be delivered?,card_arrival
How can I check on the status of my new card?,card_arrival
"A card has been sent to me, how do I track it?",card_arrival
Is there a way I can get my card expedited?,card_arrival
What can I do to track the card you sent me?,card_arrival
why hasnt my card come in yet?,card_arrival
How can I periodically check the delivery of the card you sent?,card_arrival
What's the reason my new card hasn't come?,card_arrival
How long does it take for me to get my new card?,card_arrival
I don't have my card after 1 week. What are my next steps?,card_arrival
I know I'm getting a new card but would like know when I can expect to receive it.,card_arrival
I want to find out what happened to my new card?,card_arrival
Was there a way for me to get tracking for that?,card_arrival
I am still waiting for my card.,card_arrival
My card hasn't arrived.,card_arrival
Can I track the card you sent to me?,card_arrival
I haven't gotten my new card.,card_arrival
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,card_arrival
Will I have to wait much longer for my new card to arrive?,card_arrival
how to track the card you sent,card_arrival
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,card_arrival
How can I check on the delivery status of my card?,card_arrival
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival
What's the expected wait time to recieve my new card?,card_arrival
How can I see the progress of delivery of the card that was sent?,card_arrival
"My card was supposed to arrive, but hasn't?",card_arrival
I ordered a card and would like to know how to track the delivery progress of it.,card_arrival
How long will it take for me to get my card?,card_arrival
My card hasn't shown up yet.,card_arrival
Does the card you sent have a tracking number?,card_arrival
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,card_arrival
maximum how many days get the courier?,card_arrival
Is there a reason my new card hasn't arrived yet?,card_arrival
"I've been waiting a while for my card, is there a way to know when it will arrive?",card_arrival
How can I track my card's delivery?,card_arrival
Can I track the card that was just sent to me?,card_arrival
"If I ordered my new card last week, how much longer should I wait to receive it?",card_arrival
"What's go on, where is my new card?",card_arrival
Where is my new card if I haven't received it yet?,card_arrival
Where is my card?,card_arrival
Can you tell me why I haven't received my new card yet?,card_arrival
Is there a way to track my card?,card_arrival
Is there a way to track the new card you sent me?,card_arrival
I'm still waiting for my card.,card_arrival
What do I need to do to get my new card which I have requested 2 weeks ago?,card_arrival
WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival
Could I get tracking on the card?,card_arrival
Can you help me track my card?,card_arrival
Shouldn't my new card be here by now?,card_arrival
Is there a reason my new card hasn't arrived?,card_arrival
"I would like to track a card sent to me, how do I do that?",card_arrival
Is there a tracking number for the card?,card_arrival
can you share card tracking number?,card_arrival
"I have not received my card and it's been a week, what do I do?",card_arrival
Is there a way I can check on the card on route to me?,card_arrival
When will my new card arrive?,card_arrival
Why haven't I received my new card yet?,card_arrival
What is the expected delivery date of my card?,card_arrival
My card hasn't came in the mail yet?,card_arrival
I haven't received my card.,card_arrival
Is it possible for me to track the card is was mailed to me?,card_arrival
When will my new card be delivered?,card_arrival
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival
Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival
I still haven't received my card in the mail,card_arrival
I'm still waiting for my card that was issued a week ago. What should I do?,card_arrival
I still haven't gotten my new card.  When will it get here?,card_arrival
Do you have a tracking number for the card I was sent?,card_arrival
How do I track the card you sent to me?,card_arrival
Is my new bank card on the way and is there a way to track it?,card_arrival
Could you send me and up date on the arrival of my card?,card_arrival
How long does it take to recieve my new card?,card_arrival
My card has not come in the mail yet.,card_arrival
What's the card you sent me's tracking number?,card_arrival
i havent got my card,card_arrival
Why hasn't my card arrived yet?,card_arrival
I thought I would have received my new card at this point.,card_arrival
How long until my new card gets here?,card_arrival
How much longer until I get my new card?,card_arrival
Am I able to track a card that has already been sent?,card_arrival
Is it possible to track the card you sent me?,card_arrival
How long will it be to get this new card?,card_arrival
how can i track card you sent,card_arrival
Can the card was sen to me be tracked?,card_arrival
why have i not got my new card?,card_arrival
I need to track the card sent to me.,card_arrival
"It's been two weeks and I haven't gotten my card, what do I do?",card_arrival
I was expecting my new card by now.,card_arrival
Where is the tracking number for the card?,card_arrival
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,card_arrival
Can I track the card that you sent me in the mail?,card_arrival
Can you tell me if I can track the card you sent me?,card_arrival
Why have I not gotten my new card?,card_arrival
I'm still waiting on my new card to be delivered!,card_arrival
My new card isn't here and it was issued a week ago.,card_arrival
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival
Is a tracking number available for the card that was just sent?,card_arrival
Why haven't I gotten my new card?,card_arrival
Was there a number to track that I could get?,card_arrival
How much longer is it going to take to get my new card?,card_arrival
I haven't gotten my credit card in the mail.,card_arrival
My card hasn't arrived yet. What do I do?,card_arrival
"My card still hasn't arrived after two weeks, now what?",card_arrival
My card appears to have never arrived?,card_arrival
My card never arrived.,card_arrival
Can it specifically be delivered on a certain date?,card_delivery_estimate
I need to get my card quickly,card_delivery_estimate
When can I expect my card? I live in the US.,card_delivery_estimate
Help! When will the card arrive at my home?,card_delivery_estimate
Can I get my card fast tracked?,card_delivery_estimate
How long is the wait for my card?,card_delivery_estimate
i need to expedite my card,card_delivery_estimate
When should I expect to receive my card?,card_delivery_estimate
How long until my card will get here?,card_delivery_estimate
How long is the delivery time to the US?,card_delivery_estimate
Can I have it delivered on a specific date?,card_delivery_estimate
"i am express delivering my card to the us, how long will that take",card_delivery_estimate
I need my card soon.,card_delivery_estimate
Can I choose when my card is delivered?,card_delivery_estimate
When will my card be here?,card_delivery_estimate
How long will delivery to the US take?,card_delivery_estimate
When can I expect delivery?,card_delivery_estimate
Can I specify a day for my card to be delivered?,card_delivery_estimate
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,card_delivery_estimate
When will my card be delivered?,card_delivery_estimate
can the delivery be specific to my needs?,card_delivery_estimate
how long does delivery take?,card_delivery_estimate
"To deliver to the US, how long will it take?",card_delivery_estimate
How quickly can you get me my card?,card_delivery_estimate
can I choose delivery times to suite me?,card_delivery_estimate
Can I choose the day it's delivered?,card_delivery_estimate
How long will this take to get to me?,card_delivery_estimate
When shipped to the US how long is delivery time?,card_delivery_estimate
"Give me my card, I need it now!",card_delivery_estimate
I'd like to have it delivered on Saturday.  Is that possible?,card_delivery_estimate
How long will I have to wait for my new card?,card_delivery_estimate
How long is a delivery to the US?,card_delivery_estimate
What is the delivery time to the US?,card_delivery_estimate
How long does it take for deliver to the US?,card_delivery_estimate
If I order a card when does it arrive?,card_delivery_estimate
When can I expect my card?,card_delivery_estimate
How long is delivery to the US?,card_delivery_estimate
What is your shipping policies for cards?,card_delivery_estimate
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,card_delivery_estimate
how long should I expect to wait for my card to arrive?,card_delivery_estimate
When will my card come? I need it as soon as possible!,card_delivery_estimate
How long should I wait for the card to arrive?,card_delivery_estimate
What is the wait time for delivery to the US?,card_delivery_estimate
Can you tell me when my card will arrive?,card_delivery_estimate
